C1 	C0603_3_C0603_0.1 	0.1 	  	C0603 	99.0400 	105.6700 	180.000 	YES
R147 	R0805_1_R0603_499 1% 	499 1% 	  	R0603 	65.5000 	79.5300 	0.000 	NO
R148 	R0805_1_R0603_16K 0.1% 	16K 0.1% 	  	R0603 	68.3000 	79.0000 	90.000 	NO
R150 	R0805_1_R0603_DP 1% 	DP 1% 	  	R0603 	58.8000 	87.9000 	0.000 	NO
R152 	R0805_6_R0603_100K 1% 	100K 1% 	  	R0603 	103.7100 	42.6300 	90.000 	NO
R153 	R0805_1_R0402_10K 1% 	10K 1% 	  	R0402 	98.4000 	38.2000 	0.000 	YES
R154 	R0805_1_R0402_10K 1% 	10K 1% 	  	R0402 	94.5500 	41.2000 	270.000 	NO
R155 	R0805_1_R0402_10K 1% 	10K 1% 	  	R0402 	93.1000 	41.1000 	90.000 	NO
R156 	R0805_1_R0402_10K 1% 	10K 1% 	  	R0402 	91.3800 	44.1900 	270.000 	YES
R157 	R0805_1_R0402_10K 1% 	10K 1% 	  	R0402 	90.7000 	43.7000 	0.000 	NO
R158 	R0805_1_R0402_10K 1% 	10K 1% 	  	R0402 	90.3000 	41.4000 	270.000 	NO
R159 	R0805_1_R0402_10K 1% 	10K 1% 	  	R0402 	93.5100 	43.8200 	90.000 	YES
R160 	R0805_1_R0402_12.1K 1% 	12.1K 1% 	  	R0402 	96.9000 	33.1000 	90.000 	NO
R161 	R0805_1_R0402_10K 1% 	10K 1% 	  	R0402 	98.4000 	38.1000 	0.000 	NO
R162 	R0805_0_R0402_1.2M 1% 	1.2M 1% 	  	R0402 	96.4000 	36.3000 	90.000 	YES
R163 	R0805_1_R0402_1K 1% 	1K 1% 	  	R0402 	86.2500 	39.3900 	270.000 	NO
R164 	R0805_1_R0402_1K 1% 	1K 1% 	  	R0402 	86.6000 	34.5000 	270.000 	YES
R165 	R0805_4_R0402_75 	75 	  	R0402 	115.0000 	36.8600 	180.000 	NO
R166 	R0805_4_R0402_75 	75 	  	R0402 	114.9800 	35.3800 	180.000 	NO
R167 	R0805_4_R0402_75 	75 	  	R0402 	115.2800 	29.0400 	180.000 	NO
R168 	R0805_4_R0402_75 	75 	  	R0402 	115.2600 	27.5000 	180.000 	NO
R179 	R0805_0_R0603_0 	0 	  	R0603 	109.5400 	101.6700 	270.000 	YES
R181 	R0805_0_R0603_0 	0 	  	R0603 	94.4300 	75.4200 	180.000 	NO
R182 	R0805_0_R0603_10K 1% 	10K 1% 	  	R0603 	90.7000 	79.6400 	90.000 	NO
R183 	R0805_0_R0603_10K 1% 	10K 1% 	  	R0603 	92.2800 	79.6600 	90.000 	NO
R184 	R0805_0_R0603_4.75K 1% 	4.75K 1% 	  	R0603 	90.4000 	74.8300 	270.000 	NO
R185 	R0805_0_R0603_10K 1% 	10K 1% 	  	R0603 	92.0600 	74.8400 	270.000 	NO
R186 	R0805_0_R0603_DP 	DP 	  	R0603 	101.2000 	75.7900 	180.000 	NO
R187 	R0805_0_R0402_10K 1% 	10K 1% 	  	R0402 	24.2700 	18.5200 	270.000 	YES
R188 	R0805_0_R0402_10K 1% 	10K 1% 	  	R0402 	24.1400 	12.5700 	90.000 	YES
R189 	R0805_0_R0402_100K 1% 	100K 1% 	  	R0402 	27.4100 	18.6200 	270.000 	YES
R190 	R0805_0_R0402_100K 1% 	100K 1% 	  	R0402 	25.5800 	12.5500 	270.000 	YES
R191 	R0805_13_R0603_100K 1% 	100K 1% 	  	R0603 	141.2100 	37.6700 	90.000 	YES
R192 	R0805_13_R0603_100K 1% 	100K 1% 	  	R0603 	139.4400 	32.7800 	90.000 	YES
R193 	R0805_13_R0603_100K 1% 	100K 1% 	  	R0603 	142.6300 	32.7700 	90.000 	YES
R194 	R0805_13_R0603_100K 1% 	100K 1% 	  	R0603 	142.8474 	37.6500 	90.000 	YES
R195 	R0805_13_R0603_100K 1% 	100K 1% 	  	R0603 	141.0400 	32.7900 	90.000 	YES
R197 	R_R0603_0 	0 	  	R0603 	82.4400 	37.6100 	180.000 	NO
R198 	R_R0603_0 	0 	  	R0603 	82.4300 	36.0400 	180.000 	NO
R200 	R0805_3_R0603_470 1% 	470 1% 	  	R0603 	115.6000 	22.3000 	0.000 	NO
R201 	R0805_3_R0603_470 1% 	470 1% 	  	R0603 	115.6000 	20.6000 	0.000 	NO
R202 	R_R0603_0 	0 	  	R0603 	82.4400 	37.6400 	0.000 	YES
R203 	R_R0603_0 	0 	  	R0603 	82.4400 	36.0400 	0.000 	YES
R204 	R_R0603_0 	0 	  	R0603 	110.8100 	48.0000 	90.000 	NO
R205 	R_R0603_0 	0 	  	R0603 	118.1200 	47.9900 	90.000 	NO
R206 	R0805_1_R0402_1K 1% 	1K 1% 	  	R0402 	92.8100 	47.6800 	0.000 	NO
R207 	R0805_0_R0603_390 1% 	390 1% 	  	R0603 	195.5100 	36.9600 	180.000 	YES
R208 	R0805_0_R0603_390 1% 	390 1% 	  	R0603 	198.7100 	36.9874 	180.000 	YES
R209 	R0805_1_R0402_100K 1% 	100K 1% 	  	R0402 	100.6600 	94.1500 	180.000 	NO
R210 	R0805_1_R0402_100K 1% 	100K 1% 	  	R0402 	103.2100 	94.8400 	270.000 	NO
R211 	R0805_1_R0402_100K 1% 	100K 1% 	  	R0402 	104.6500 	94.8400 	270.000 	NO
R212 	R0805_1_R0402_100K 1% 	100K 1% 	  	R0402 	106.0700 	94.8500 	270.000 	NO
R213 	R0805_1_R0402_100K 1% 	100K 1% 	  	R0402 	107.4800 	94.8500 	270.000 	NO
R214 	R0805_1_R0402_100K 1% 	100K 1% 	  	R0402 	108.8900 	94.8400 	270.000 	NO
R215 	R0805_1_R0402_100K 1% 	100K 1% 	  	R0402 	110.3300 	94.8200 	270.000 	NO
R216 	R0805_1_R0402_100K 1% 	100K 1% 	  	R0402 	111.7700 	94.8100 	270.000 	NO
R218 	R0805_1_R0402_DP 	DP 	  	R0402 	60.7900 	71.1500 	270.000 	NO
R219 	R0805_1_R0402_10K 1% 	10K 1% 	  	R0402 	53.6700 	69.0500 	90.000 	YES
R220 	R0805_1_R0402_0 	0 	  	R0402 	59.3200 	70.3900 	90.000 	NO
R221 	R0805_1_R0402_330 1% 	330 1% 	  	R0402 	64.7200 	71.3200 	270.000 	NO
R222 	R0805_1_R0402_100 1% 	100 1% 	  	R0402 	67.4100 	64.6900 	270.000 	NO
R223 	R0805_1_R0402_10K 1% 	10K 1% 	  	R0402 	68.8500 	64.6900 	90.000 	NO
R224 	R0805_1_R0402_20K 1% 	20K 1% 	  	R0402 	100.0200 	54.3400 	270.000 	NO
R225 	R0805_1_R0402_10K 1% 	10K 1% 	  	R0402 	177.6300 	35.2200 	270.000 	YES
R226 	R0805_0_R0603_1K 0.1% 	1K 0.1% 	  	R0603 	64.3300 	76.8700 	270.000 	NO
R227 	R0805_1_R0402_20K 1% 	20K 1% 	  	R0402 	111.8100 	75.2800 	0.000 	NO
R228 	R0805_0_R0402_1K 1% 	1K 1% 	  	R0402 	80.1800 	61.3800 	0.000 	NO
R229 	R0805_6_R0402_4.7K 1% 	4.7K 1% 	  	R0402 	76.0600 	77.9500 	270.000 	NO
R230 	R0805_3_R0402_470 1% 	470 1% 	  	R0402 	73.6400 	77.9500 	90.000 	NO
R231 	R0805_1_R0402_1K 1% 	1K 1% 	  	R0402 	80.5300 	99.5100 	90.000 	NO
R232 	R0805_1_R0402_1K 1% 	1K 1% 	  	R0402 	81.9500 	99.5100 	90.000 	NO
R233 	R0805_1_R0402_1K 1% 	1K 1% 	  	R0402 	79.7100 	34.4600 	270.000 	YES
R234 	R0805_1_R0402_1K 1% 	1K 1% 	  	R0402 	78.2900 	34.4600 	270.000 	YES
R235 	R0805_1_R0402_1K 1% 	1K 1% 	  	R0402 	79.5200 	36.9200 	180.000 	NO
R236 	R0805_1_R0402_1K 1% 	1K 1% 	  	R0402 	75.7500 	34.8300 	180.000 	YES
R237 	R0805_1_R0402_1K 1% 	1K 1% 	  	R0402 	71.3400 	35.5100 	180.000 	YES
R238 	R0805_1_R0402_1K 1% 	1K 1% 	  	R0402 	72.4800 	37.4200 	90.000 	YES
R239 	R0805_1_R0402_10K 1% 	10K 1% 	  	R0402 	93.6000 	105.4000 	90.000 	YES
R240 	R0805_1_R0402_10K 1% 	10K 1% 	  	R0402 	84.6700 	101.9100 	180.000 	NO
R11_1 	R0805_0_R0402_33 1% 	33 1% 	  	R0402 	75.1000 	47.3200 	270.000 	YES
R11_2 	R0805_1_R0402_10K 1% 	10K 1% 	  	R0402 	76.4300 	36.9100 	270.000 	YES
R11_3 	R0805_1_R0402_8.06K 1% 	8.06K 1% 	  	R0402 	74.3500 	37.6700 	90.000 	YES
R11_4 	R0805_1_R0402_4.7K 1% 	4.7K 1% 	  	R0402 	71.3200 	41.7100 	0.000 	YES
R11_5 	R0805_0_R0402_1.2M 1% 	1.2M 1% 	  	R0402 	72.5000 	39.9600 	90.000 	YES
R11_6 	R0805_1_R0402_0 	0 	  	R0402 	77.1900 	37.0500 	180.000 	NO
R1_1 	R0805_1_R0603_1K 1% 	1K 1% 	  	R0603 	47.0000 	24.9000 	270.000 	NO
R1_2 	R0805_1_R0603_1K 1% 	1K 1% 	  	R0603 	55.9000 	22.2000 	270.000 	YES
R1_3 	R0805_1_R0603_1K 1% 	1K 1% 	  	R0603 	35.9000 	24.8000 	270.000 	NO
R1_4 	R0805_1_R0603_51K 1% 	51K 1% 	  	R0603 	42.9000 	37.4000 	0.000 	NO
R1_5 	R0805_1_R0603_51K 1% 	51K 1% 	  	R0603 	51.9000 	40.1000 	180.000 	NO
R1_6 	R0805_1_R0603_51K 1% 	51K 1% 	  	R0603 	30.6000 	31.8000 	0.000 	NO
R1_7 	R0805_1_R0603_51K 1% 	51K 1% 	  	R0603 	23.5000 	29.9000 	180.000 	NO
R1_8 	R0805_1_CHP1_DP_CHP1-100-2001-J 	DP 	  	CHP1 	35.8000 	53.0000 	180.000 	NO
R1_9 	R0805_1_R0603_51K 1% 	51K 1% 	  	R0603 	27.9000 	36.5000 	0.000 	YES
R1_10 	R0805_1_R0603_51K 1% 	51K 1% 	  	R0603 	18.7000 	36.5000 	180.000 	YES
R1_11 	R0805_1_R0603_51K 1% 	51K 1% 	  	R0603 	36.8000 	34.5000 	0.000 	YES
R1_12 	R0805_1_R0603_51K 1% 	51K 1% 	  	R0603 	46.2000 	34.0000 	0.000 	YES
R1_13 	R0805_1_CHP1_DP_CHP1-100-2001-J 	DP 	  	CHP1 	42.9000 	51.2000 	270.000 	YES
R1_14 	R0805_0_MMP100_360 1%_CMB02070X 	360 1% 	  	MMP100 	15.6000 	45.3000 	270.000 	NO
R1_15 	R0805_0_R1206_40 1%_9C12063A40R 	40 1% 	  	R1206 	15.7000 	35.7000 	270.000 	NO
R1_16 	R0805_1_R0603_1K 1% 	1K 1% 	  	R0603 	27.0000 	29.0000 	270.000 	NO
R1_17 	R0805_1_R0603_1K 1% 	1K 1% 	  	R0603 	18.7000 	25.8000 	90.000 	YES
R1_18 	R0805_1_R0805_0 	0 	  	R0805 	36.8000 	37.1000 	270.000 	NO
R1_19 	R0805_1_R0805_0 	0 	  	R0805 	50.8000 	33.6000 	270.000 	NO
R1_20 	R0805_1_R0805_0 	0 	  	R0805 	30.7000 	34.9000 	90.000 	YES
R1_21 	R0805_1_R0805_0 	0 	  	R0805 	21.5600 	35.6300 	90.000 	YES
R2_1 	R0805_0_MMP100_360 1%_CMB02070X 	360 1% 	  	MMP100 	14.5000 	93.4000 	90.000 	YES
R2_2 	R0805_0_R1206_40 1%_9C12063A40R 	40 1% 	  	R1206 	14.5000 	84.1000 	270.000 	YES
R2_3 	R0805_1_CHP2_220_CHP2-100-221-J 	220 	  	CHP2 	11.7000 	91.0000 	90.000 	YES
R2_4 	R0805_0_R0603_360 1% 	360 1% 	  	R0603 	17.6000 	74.8000 	0.000 	YES
R2_5 	R0805_0_R0603_360 1% 	360 1% 	  	R0603 	23.1000 	88.2000 	270.000 	YES
R2_6 	R0805_0_R0805_100 	100 	  	R0805 	17.2000 	86.9000 	270.000 	YES
R2_7 	R0805_0_R0603_360 1% 	360 1% 	  	R0603 	17.7000 	78.2000 	180.000 	YES
R2_8 	R0805_0_R0603_360 1% 	360 1% 	  	R0603 	23.1000 	84.9000 	270.000 	YES
R2_9 	R0805_1_R0805_24 	24 	  	R0805 	18.9000 	80.5000 	0.000 	YES
R2_10 	R0805_1_R0603_270 1% 	270 1% 	  	R0603 	41.6000 	81.8000 	0.000 	YES
R2_11 	R0805_1_R0603_30 1% 	30 1% 	  	R0603 	38.3000 	81.8000 	180.000 	YES
R2_12 	R0805_1_R0603_120 1% 	120 1% 	  	R0603 	31.3000 	82.3000 	90.000 	YES
R2_13 	R0805_1_R0603_270 1% 	270 1% 	  	R0603 	42.0000 	90.5000 	0.000 	YES
R2_14 	R0805_1_R0603_30 1% 	30 1% 	  	R0603 	38.7000 	90.5000 	180.000 	YES
R2_15 	R0805_0_R0603_750 1% 	750 1% 	  	R0603 	31.9000 	94.9000 	90.000 	YES
R2_16 	R0805_0_R0603_750 1% 	750 1% 	  	R0603 	19.6000 	94.8000 	270.000 	YES
R2_17 	R0805_0_R0603_750 1% 	750 1% 	  	R0603 	46.1000 	94.9000 	90.000 	YES
R2_18 	R0805_0_R0603_750 1% 	750 1% 	  	R0603 	33.8000 	94.8000 	270.000 	YES
R2_19 	R0805_0_R0603_750 1% 	750 1% 	  	R0603 	30.1000 	98.2000 	90.000 	YES
R2_20 	R0805_0_R0603_750 1% 	750 1% 	  	R0603 	21.4000 	98.2000 	270.000 	YES
R2_21 	R0805_0_R0603_750 1% 	750 1% 	  	R0603 	44.3000 	98.2000 	90.000 	YES
R2_22 	R0805_0_R0603_750 1% 	750 1% 	  	R0603 	35.6000 	98.2000 	270.000 	YES
R2_23 	R0805_1_R0603_120 1% 	120 1% 	  	R0603 	43.7310 	110.5174 	180.000 	YES
R2_24 	R0805_1_R0603_0 	0 	  	R0603 	37.3000 	107.9000 	0.000 	YES
R2_25 	R0805_1_R0603_110 1% 	110 1% 	  	R0603 	37.3000 	106.1000 	180.000 	YES
R2_26 	R0805_1_R0603_51 1% 	51 1% 	  	R0603 	43.4000 	103.7000 	270.000 	YES
R2_27 	R0805_1_R0603_100 1% 	100 1% 	  	R0603 	33.9000 	106.1000 	180.000 	YES
R2_28 	R0805_1_R0603_510 1% 	510 1% 	  	R0603 	29.4000 	107.1000 	270.000 	YES
R2_29 	R0805_0_R0603_196 1% 	196 1% 	  	R0603 	46.4000 	120.7000 	270.000 	YES
R2_30 	R0805_0_R0603_187 1% 	187 1% 	  	R0603 	34.1000 	120.7000 	90.000 	YES
R2_31 	R0805_0_R0603_174 1% 	174 1% 	  	R0603 	32.2000 	120.7000 	270.000 	YES
R2_32 	R0805_0_R0603_215 1% 	215 1% 	  	R0603 	19.9000 	120.7000 	90.000 	YES
R2_33 	R0805_0_R0603_1.74K 1% 	1.74K 1% 	  	R0603 	44.5000 	115.2000 	90.000 	YES
R2_34 	R0805_0_R0603_1.69K 1% 	1.69K 1% 	  	R0603 	35.9000 	115.3000 	270.000 	YES
R2_35 	R0805_0_R0603_1.54K 1% 	1.54K 1% 	  	R0603 	30.4000 	115.2000 	90.000 	YES
R2_36 	R0805_0_R0603_1.47K 1% 	1.47K 1% 	  	R0603 	21.4000 	115.2000 	270.000 	YES
R2_37 	R0805_0_R0603_750 1% 	750 1% 	  	R0603 	44.6000 	120.7000 	270.000 	YES
R2_38 	R0805_0_R0603_750 1% 	750 1% 	  	R0603 	35.9000 	120.7000 	270.000 	YES
R2_39 	R0805_0_R0603_750 1% 	750 1% 	  	R0603 	30.4000 	120.7000 	270.000 	YES
R2_40 	R0805_0_R0603_750 1% 	750 1% 	  	R0603 	21.7000 	120.7000 	270.000 	YES
R2_41 	R0805_0_R0603_200 1% 	200 1% 	  	R0603 	27.6000 	126.5000 	0.000 	YES
R2_42 	R0805_1_R0603_120 1% 	120 1% 	  	R0603 	30.9000 	125.1000 	270.000 	YES
R2_43 	R0805_1_R0603_162 1% 	162 1% 	  	R0603 	33.2000 	125.1000 	270.000 	YES
R2_44 	R0805_1_R0603_100 1% 	100 1% 	  	R0603 	35.1000 	125.1000 	90.000 	YES
R2_45 	R0805_1_R0603_510 1% 	510 1% 	  	R0603 	44.1000 	129.2000 	0.000 	YES
R2_46 	R0805_1_R0603_24 1% 	24 1% 	  	R0603 	44.9000 	126.2000 	0.000 	YES
R2_47 	R0805_1_R0603_24 1% 	24 1% 	  	R0603 	44.9000 	123.8000 	0.000 	YES
R2_48 	R0805_0_R0603_5.36K 1% 	5.36k 1% 	  	R0603 	32.7000 	97.5000 	180.000 	YES
R2_49 	R0805_0_R0603_19.6K 1% 	19.6k 1% 	  	R0603 	19.8000 	98.2000 	270.000 	YES
R2_50 	R0805_0_R0603_26.7K 1% 	26.7k 1% 	  	R0603 	46.1000 	98.1000 	270.000 	YES
R3_1 	R0805_0_R0603_10K 1% 	10K 1% 	  	R0603 	84.5600 	87.6500 	0.000 	NO
R3_2 	R0805_0_R0603_499 1% 	499 1% 	  	R0603 	56.1100 	118.6100 	0.000 	YES
R3_3 	R0805_0_R0603_475 1% 	475 1% 	  	R0603 	55.2200 	129.6300 	0.000 	YES
R3_4 	R0805_0_R0603_10K 1% 	10K 1% 	  	R0603 	84.0000 	92.2000 	0.000 	NO
R3_5 	R0805_0_R0603_499 1% 	499 1% 	  	R0603 	56.1000 	120.2000 	180.000 	YES
R3_6 	R0805_0_R0603_499 1% 	499 1% 	  	R0603 	55.2400 	128.0000 	180.000 	YES
R3_10 	R0805_0_R0603_1K 1% 	1K 1% 	  	R0603 	70.7600 	86.2300 	180.000 	YES
R3_11 	R0805_0_R0603_2K 1% 	2K 1% 	  	R0603 	70.7600 	87.8100 	0.000 	YES
R3_12 	R0805_0_R0603_DP 	DP 	  	R0603 	71.0000 	91.8000 	90.000 	NO
R3_13 	R0805_0_R0603_0 	0 	  	R0603 	69.4000 	91.8000 	90.000 	NO
R3_14 	R0805_0_R0603_24 1% 	24 1% 	  	R0603 	74.3000 	96.1000 	270.000 	YES
R3_15 	R0805_0_R0603_24 1% 	24 1% 	  	R0603 	75.9000 	96.1000 	270.000 	YES
R3_18 	R0805_0_R0603_10K 	10K 	  	R0603 	82.0000 	91.2000 	270.000 	YES
R4_18 	R0805_6_R0603_DP 	DP 	  	R0603 	214.9000 	42.9000 	270.000 	YES
R4_20 	R0805_6_R0603_100K 	100K 	  	R0603 	225.4000 	48.0000 	270.000 	YES
R4_21 	R0805_6_R0603_10K 	10K 	  	R0603 	223.0000 	51.2000 	90.000 	YES
R4_22 	R0805_6_R0603_10K 	10K 	  	R0603 	215.3000 	47.9000 	270.000 	YES
R4_27 	R0805_6_R0603_51K 	51K 	  	R0603 	215.3000 	51.1000 	270.000 	YES
R4_28 	R0805_6_R0603_0 	0 	  	R0603 	213.2000 	42.9000 	270.000 	YES
R5_1 	R0805_0_R1206_2 	2 	  	R1206 	229.3000 	76.2000 	180.000 	NO
R5_3 	R0805_0_R0603_1K 1% 	1K 1% 	  	R0603 	85.1000 	23.3000 	180.000 	YES
R5_4 	R0805_0_R0603_100K 1% 	100K 1% 	  	R0603 	235.8000 	85.9000 	90.000 	YES
R5_5 	R0805_0_R0402_10K 1% 	10K 1% 	  	R0402 	226.4300 	77.8900 	270.000 	YES
R5_6 	R0805_0_R0402_9.31K 1% 	9.31K 1% 	  	R0402 	223.5000 	75.7000 	270.000 	YES
R5_7 	R0805_0_R0402_430K 1% 	430K 1% 	  	R0402 	225.0000 	77.9000 	270.000 	YES
R5_8 	R0805_0_R0402_100K 1% 	100K 1% 	  	R0402 	216.4000 	75.6000 	90.000 	YES
R5_9 	R0805_0_R0402_32.4K 1% 	32.4K 1% 	  	R0402 	216.4000 	73.4000 	90.000 	YES
R5_10 	R0805_0_R0603_536K 1% 	536K 1% 	  	R0603 	84.5000 	20.6000 	270.000 	YES
R5_11 	R0805_0_R0402_100K 1% 	100K 1% 	  	R0402 	217.9000 	75.6000 	90.000 	YES
R5_12 	R0805_0_R0402_10K 1% 	10K 1% 	  	R0402 	217.9000 	73.4000 	90.000 	YES
R5_14 	R0805_0_R0603_1K 1% 	1K 1% 	  	R0603 	228.3000 	87.5000 	0.000 	YES
R5_15 	R0805_0_R0402_100K 1% 	100K 1% 	  	R0402 	219.7600 	76.3100 	90.000 	YES
R5_16 	R0805_0_R0402_13.7K 1% 	13.7K 1% 	  	R0402 	219.7500 	73.9600 	90.000 	YES
R5_17 	R0805_0_WIDE1508_0.01 1%_RL3720 	0.01 1% 	  	WIDE1508 	225.7000 	86.4000 	180.000 	NO
R5_18 	R0805_0_R0402_100 1% 	100 1% 	  	R0402 	223.5000 	77.9000 	270.000 	YES
R5_20 	R0805_0_R0603_10K 1% 	10K 1% 	  	R0603 	89.0800 	10.5300 	180.000 	YES
R5_21 	R0805_0_R0805_10 	10 	  	R0805 	228.1000 	85.7000 	0.000 	YES
R5_22 	R0805_1_R1206_7.68M 1% 	7.68M 1% 	  	R1206 	76.5000 	20.1000 	270.000 	YES
R5_23 	R0805_1_R1206_2.32M 1% 	2.32M 1% 	  	R1206 	79.1000 	20.1000 	90.000 	YES
R5_24 	R0805_1_R0603_536K 1% 	536K 1% 	  	R0603 	82.1000 	20.5000 	180.000 	YES
R5_25 	R0805_1_R0603_150K 1% 	150K 1% 	  	R0603 	82.1000 	30.1000 	0.000 	YES
R5_26 	R0805_0_R0603_1K 1% 	1K 1% 	  	R0603 	221.9400 	86.2000 	90.000 	NO
R5_27 	R0805_0_R0603_1K 1% 	1K 1% 	  	R0603 	224.9000 	76.8000 	270.000 	NO
R5_28 	R0805_0_R0603_1K 1% 	1K 1% 	  	R0603 	222.5500 	74.3000 	270.000 	NO
R5_29 	R0805_0_R0402_10K 1% 	10K 1% 	  	R0402 	222.7500 	73.5600 	270.000 	YES
R5_30 	R0805_0_R0402_10K 1% 	10K 1% 	  	R0402 	220.1000 	71.0000 	0.000 	NO
R5_31 	R0805_0_R0402_10K 1% 	10K 1% 	  	R0402 	220.1000 	72.6000 	0.000 	NO
R5_32 	R0805_0_R0603_10K 1% 	10K 1% 	  	R0603 	222.5900 	54.9100 	270.000 	NO
R5_33 	R0805_0_R0603_100K 1% 	100K 1% 	  	R0603 	198.0000 	103.4000 	180.000 	YES
R5_34 	R0805_0_WIDE1508_0.01 1%_RL3720 	0.01 1% 	  	WIDE1508 	211.5000 	96.8000 	270.000 	YES
R5_35 	R0805_1_R0603_64.9K 1% 	64.9K 1% 	  	R0603 	73.1000 	23.2000 	0.000 	YES
R5_36 	R0805_0_R0603_1K 1% 	1K 1% 	  	R0603 	219.6800 	65.1600 	180.000 	NO
R5_37 	R0805_0_R0603_499K 1% 	499K 1% 	  	R0603 	202.9900 	102.8300 	270.000 	YES
R5_38 	R0805_0_R0603_100K 1% 	100K 1% 	  	R0603 	207.0100 	103.4800 	180.000 	YES
R5_39 	R0805_0_R0603_10K 1% 	10K 1% 	  	R0603 	224.9000 	59.7000 	90.000 	NO
R5_40 	R0805_0_R0603_100K 1% 	100K 1% 	  	R0603 	219.8000 	59.5000 	90.000 	NO
R5_41 	R0805_3_R0603_1K 1% 	1K 1% 	  	R0603 	109.3000 	21.0100 	0.000 	YES
R5_42 	R0805_0_R0402_2.2M 1% 	2.2M 1% 	  	R0402 	237.1000 	72.9300 	90.000 	NO
R5_43 	R0805_1_R1206_100 1% 	100 1% 	  	R1206 	109.8000 	121.1000 	90.000 	YES
R5_45 	R0805_3_R0603_100K 1% 	100K 1% 	  	R0603 	219.4000 	55.0000 	270.000 	NO
R5_46 	R0805_1_R0603_1K 1% 	1K 1% 	  	R0603 	112.9000 	122.8000 	0.000 	YES
R5_47 	R0805_1_R0603_510 1% 	510 1% 	  	R0603 	52.7000 	39.8000 	0.000 	YES
R5_50 	R0805_1_R0603_100K 1% 	100K 1% 	  	R0603 	52.7000 	38.1000 	180.000 	YES
R5_51 	R0805_0_R1206_10K 1% 	10K 1% 	  	R1206 	61.2000 	35.6000 	180.000 	YES
R5_52 	R0805_0_R0402_180K 1% 	180K 1% 	  	R0402 	239.1000 	72.7000 	0.000 	NO
R5_54 	R0805_0_R0402_2.2M 1% 	2.2M 1% 	  	R0402 	235.6500 	72.9100 	90.000 	NO
R5_56 	R0805_6_R0603_536K 1% 	536K 1% 	  	R0603 	82.5500 	28.4600 	180.000 	YES
R5_59 	R0805_0_R0402_261K 1% 	261K 1% 	  	R0402 	234.2100 	72.9100 	270.000 	NO
R5_60 	R0805_0_R0402_2.74K 1% 	2.74k 1% 	  	R0402 	239.2000 	74.3000 	0.000 	NO
R5_62 	R0805_1_R0603_10K 1% 	10K 1% 	  	R0603 	91.4000 	23.0000 	180.000 	YES
R5_66 	R0805_1_R0603_10K 1% 	10K 1% 	  	R0603 	94.6000 	14.6000 	90.000 	YES
R5_67 	R0805_1_R0603_10K 1% 	10K 1% 	  	R0603 	81.8900 	28.4700 	270.000 	NO
R5_68 	R0805_1_R1206_7.68M 1% 	7.68M 1% 	  	R1206 	70.6300 	22.2900 	0.000 	NO
R5_69 	R0805_1_R1206_2.32M 1% 	2.32M 1% 	  	R1206 	75.8200 	22.3300 	0.000 	NO
R5_70 	R0805_1_R0603_536K 1% 	536K 1% 	  	R0603 	86.3100 	22.7800 	0.000 	NO
R5_71 	R0805_1_R0603_150K 1% 	150K 1% 	  	R0603 	79.9800 	25.2600 	90.000 	NO
R5_72 	R0805_1_R0603_10K 1% 	10K 1% 	  	R0603 	69.7600 	25.5000 	270.000 	YES
R5_73 	R0805_1_R0603_64.9K 1% 	64.9K 1% 	  	R0603 	69.0000 	25.8400 	90.000 	NO
R5_74 	R0805_1_R0603_10K 1% 	10K 1% 	  	R0603 	59.7000 	42.1000 	0.000 	YES
R5_75 	R0805_1_R0603_510 1% 	510 1% 	  	R0603 	55.6000 	29.0000 	0.000 	YES
R5_76 	R0805_1_R0603_100K 1% 	100K 1% 	  	R0603 	55.6000 	27.1000 	180.000 	YES
R5_77 	R0805_0_R1206_10K 1% 	10K 1% 	  	R1206 	61.2000 	32.6000 	180.000 	YES
R5_79 	R0805_0_R0402_510K 1% 	510k 1% 	  	R0402 	239.2700 	85.0900 	270.000 	YES
R5_84 	R0805_0_R0402_2.2M 1% 	2.2M 1% 	  	R0402 	237.3000 	82.0000 	270.000 	YES
R5_95 	R0805_3_R0402_22K 1% 	22K 1% 	  	R0402 	62.9500 	55.3600 	0.000 	YES
R5_96 	R0805_0_R0402_10K 1% 	10K 1% 	  	R0402 	62.9500 	56.8200 	180.000 	YES
R5_97 	R0805_6_R0603_1K 1% 	1K 1% 	  	R0603 	79.9400 	22.7600 	180.000 	NO
R5_99 	R0805_0_R0402_510K 1% 	510k 1% 	  	R0402 	237.3000 	84.2000 	270.000 	YES
R5_100 	R0805_0_R0402_2.2M 1% 	2.2M 1% 	  	R0402 	239.2800 	82.9500 	270.000 	YES
R5_102 	R0805_6_R0603_750 1% 	750 1% 	  	R0603 	83.1300 	22.7800 	180.000 	NO
R5_103 	R0805_6_R0603_750 1% 	750 1% 	  	R0603 	82.1500 	26.8400 	0.000 	YES
R5_104 	R0805_0_R0603_4.7K 1% 	4.7K 1% 	  	R0603 	113.9000 	125.8000 	270.000 	YES
R5_106 	R0805_0_R0603_10K 1% 	10K 1% 	  	R0603 	83.1000 	120.3000 	270.000 	NO
R5_108 	R0805_1_R1206_1 1% 	1 1% 	  	R1206 	85.3200 	122.6400 	180.000 	YES
R5_111 	R0805_0_R0603_10K 1% 	10K 1% 	  	R0603 	104.7300 	132.3000 	0.000 	YES
